hetio_id	name	het_type	in_sem	final_id	fin_type
100128795	LOC100128795	Gene	False	100128795	Genes & Molecular Sequences
100128824	LOC100128824	Gene	False	100128824	Genes & Molecular Sequences
100128851	LOC100128851	Gene	False	100128851	Genes & Molecular Sequences
100128905	LOC100128905	Gene	False	100128905	Genes & Molecular Sequences
100128927	ZBTB42	Gene	True	UMLS:C1823908	Genes & Molecular Sequences
100128950	LOC100128950	Gene	False	100128950	Genes & Molecular Sequences
100129042	LOC100129042	Gene	False	100129042	Genes & Molecular Sequences
100129069	LOC100129069	Gene	False	100129069	Genes & Molecular Sequences
100129083	LOC100129083	Gene	False	100129083	Genes & Molecular Sequences
100129094	BTNL10	Gene	False	100129094	Genes & Molecular Sequences
100129098	LOC100129098	Gene	False	100129098	Genes & Molecular Sequences
100129112	LOC100129112	Gene	False	100129112	Genes & Molecular Sequences
100129115	LOC100129115	Gene	False	100129115	Genes & Molecular Sequences
100129125	LOC100129125	Gene	False	100129125	Genes & Molecular Sequences
100129126	LOC100129126	Gene	False	100129126	Genes & Molecular Sequences
100129128	KHDC1L	Gene	False	100129128	Genes & Molecular Sequences
100129171	LOC100129171	Gene	False	100129171	Genes & Molecular Sequences
100129216	LOC100129216	Gene	False	100129216	Genes & Molecular Sequences
100129239	CXorf51A	Gene	False	100129239	Genes & Molecular Sequences
100129240	LOC100129240	Gene	False	100129240	Genes & Molecular Sequences
100129271	C1orf68	Gene	True	UMLS:C1823214	Genes & Molecular Sequences
100129275	LOC100129275	Gene	False	100129275	Genes & Molecular Sequences
100129278	TDRD15	Gene	False	100129278	Genes & Molecular Sequences
100129280	LOC100129280	Gene	False	100129280	Genes & Molecular Sequences
100129307	LOC100129307	Gene	False	100129307	Genes & Molecular Sequences
100129311	LOC100129311	Gene	False	100129311	Genes & Molecular Sequences
100129322	LOC100129322	Gene	False	100129322	Genes & Molecular Sequences
100129324	LOC100129324	Gene	False	100129324	Genes & Molecular Sequences
100129361	SMIM10L1	Gene	False	100129361	Genes & Molecular Sequences
100129363	LOC100129363	Gene	False	100129363	Genes & Molecular Sequences
100129380	LOC100129380	Gene	False	100129380	Genes & Molecular Sequences
100129385	C9orf92	Gene	True	UMLS:C1538337	Genes & Molecular Sequences
100129393	LOC100129393	Gene	False	100129393	Genes & Molecular Sequences
100129397	LOC100129397	Gene	False	100129397	Genes & Molecular Sequences
100129399	LOC100129399	Gene	False	100129399	Genes & Molecular Sequences
100129406	LOC100129406	Gene	False	100129406	Genes & Molecular Sequences
100129408	LOC100129408	Gene	False	100129408	Genes & Molecular Sequences
100129447	LOC100129447	Gene	False	100129447	Genes & Molecular Sequences
100129480	MKRN2OS	Gene	False	100129480	Genes & Molecular Sequences
100129520	LOC100129520	Gene	False	100129520	Genes & Molecular Sequences
100129528	MUC8	Gene	True	UMLS:C1417501	Genes & Molecular Sequences
100129543	ZNF730	Gene	False	100129543	Genes & Molecular Sequences
100129572	LOC100129572	Gene	False	100129572	Genes & Molecular Sequences
100129583	FAM47E	Gene	False	100129583	Genes & Molecular Sequences
100129654	TCF24	Gene	False	100129654	Genes & Molecular Sequences
100129669	IZUMO3	Gene	False	100129669	Genes & Molecular Sequences
100129697	LOC100129697	Gene	False	100129697	Genes & Molecular Sequences
100129721	LOC100129721	Gene	False	100129721	Genes & Molecular Sequences
100129763	LOC100129763	Gene	False	100129763	Genes & Molecular Sequences
100129775	LOC100129775	Gene	False	100129775	Genes & Molecular Sequences
100129785	LOC100129785	Gene	False	100129785	Genes & Molecular Sequences
100129792	CCDC152	Gene	False	100129792	Genes & Molecular Sequences
100129840	LOC100129840	Gene	False	100129840	Genes & Molecular Sequences
100129842	ZNF737	Gene	False	100129842	Genes & Molecular Sequences
100129846	LOC100129846	Gene	False	100129846	Genes & Molecular Sequences
100129852	LOC100129852	Gene	False	100129852	Genes & Molecular Sequences
100129884	LOC100129884	Gene	False	100129884	Genes & Molecular Sequences
100129924	LOC100129924	Gene	False	100129924	Genes & Molecular Sequences
100129940	LOC100129940	Gene	False	100129940	Genes & Molecular Sequences
100129969	FAM205C	Gene	False	100129969	Genes & Molecular Sequences
100129974	LOC100129974	Gene	False	100129974	Genes & Molecular Sequences
10013	HDAC6	Gene	True	UMLS:C1333895	Genes & Molecular Sequences
100130051	LOC100130051	Gene	False	100130051	Genes & Molecular Sequences
100130057	LOC100130057	Gene	False	100130057	Genes & Molecular Sequences
100130078	LOC100130078	Gene	False	100130078	Genes & Molecular Sequences
100130086	HSFX2	Gene	False	100130086	Genes & Molecular Sequences
100130097	KIF28P	Gene	True	UMLS:C3814356	Genes & Molecular Sequences
100130101	LOC100130101	Gene	False	100130101	Genes & Molecular Sequences
100130175	LOC100130175	Gene	False	100130175	Genes & Molecular Sequences
100130274	CCDC166	Gene	False	100130274	Genes & Molecular Sequences
100130276	LOC100130276	Gene	False	100130276	Genes & Molecular Sequences
100130278	LOC100130278	Gene	False	100130278	Genes & Molecular Sequences
100130301	C8orf89	Gene	False	100130301	Genes & Molecular Sequences
100130302	SUPT20HL1	Gene	False	100130302	Genes & Molecular Sequences
100130311	C17orf107	Gene	False	100130311	Genes & Molecular Sequences
100130314	LOC100130314	Gene	False	100130314	Genes & Molecular Sequences
100130345	LOC100130345	Gene	False	100130345	Genes & Molecular Sequences
100130348	TMEM262	Gene	False	100130348	Genes & Molecular Sequences
100130357	LOC100130357	Gene	False	100130357	Genes & Molecular Sequences
100130361	CXorf49	Gene	True	UMLS:C2239322	Genes & Molecular Sequences
100130370	LOC100130370	Gene	False	100130370	Genes & Molecular Sequences
100130372	LOC100130372	Gene	False	100130372	Genes & Molecular Sequences
100130433	LOC100130433	Gene	False	100130433	Genes & Molecular Sequences
100130436	LOC100130436	Gene	False	100130436	Genes & Molecular Sequences
100130442	LOC100130442	Gene	False	100130442	Genes & Molecular Sequences
100130451	LOC100130451	Gene	False	100130451	Genes & Molecular Sequences
100130463	LOC100130463	Gene	False	100130463	Genes & Molecular Sequences
100130519	TMEM221	Gene	False	100130519	Genes & Molecular Sequences
100130520	LOC100130520	Gene	False	100130520	Genes & Molecular Sequences
100130539	C10orf142	Gene	False	100130539	Genes & Molecular Sequences
100130540	LOC100130540	Gene	False	100130540	Genes & Molecular Sequences
100130542	LOC100130542	Gene	False	100130542	Genes & Molecular Sequences
100130560	LOC100130560	Gene	False	100130560	Genes & Molecular Sequences
100130573	LOC100130573	Gene	False	100130573	Genes & Molecular Sequences
100130597	LOC100130597	Gene	False	100130597	Genes & Molecular Sequences
100130613	PRR32	Gene	False	100130613	Genes & Molecular Sequences
100130654	LOC100130654	Gene	False	100130654	Genes & Molecular Sequences
100130657	LOC100130657	Gene	False	100130657	Genes & Molecular Sequences
100130705	LOC100130705	Gene	False	100130705	Genes & Molecular Sequences
100130733	LRRC70	Gene	False	100130733	Genes & Molecular Sequences
100130741	LOC100130741	Gene	False	100130741	Genes & Molecular Sequences
100130742	LRRC69	Gene	False	100130742	Genes & Molecular Sequences
100130761	LOC100130761	Gene	False	100130761	Genes & Molecular Sequences
100130778	LOC100130778	Gene	False	100130778	Genes & Molecular Sequences
100130817	LOC100130817	Gene	False	100130817	Genes & Molecular Sequences
100130827	SBK3	Gene	False	100130827	Genes & Molecular Sequences
100130857	LOC100130857	Gene	False	100130857	Genes & Molecular Sequences
100130863	ZNF840P	Gene	False	100130863	Genes & Molecular Sequences
100130865	LOC100130865	Gene	False	100130865	Genes & Molecular Sequences
100130880	LOC100130880	Gene	False	100130880	Genes & Molecular Sequences
100130890	TSTD3	Gene	False	100130890	Genes & Molecular Sequences
100130920	LOC100130920	Gene	False	100130920	Genes & Molecular Sequences
100130927	LOC100130927	Gene	False	100130927	Genes & Molecular Sequences
100130933	SMIM6	Gene	False	100130933	Genes & Molecular Sequences
100130958	SYCE1L	Gene	True	UMLS:C2828741	Genes & Molecular Sequences
100130967	C6orf99	Gene	False	100130967	Genes & Molecular Sequences
100130976	LOC100130976	Gene	False	100130976	Genes & Molecular Sequences
100130988	C7orf72	Gene	False	100130988	Genes & Molecular Sequences
100131000	LOC100131000	Gene	False	100131000	Genes & Molecular Sequences
100131004	LOC100131004	Gene	False	100131004	Genes & Molecular Sequences
100131017	ZNF316	Gene	False	100131017	Genes & Molecular Sequences
100131032	LOC100131032	Gene	False	100131032	Genes & Molecular Sequences
100131034	LOC100131034	Gene	False	100131034	Genes & Molecular Sequences
100131094	DPP9-AS1	Gene	False	100131094	Genes & Molecular Sequences
100131099	LOC100131099	Gene	False	100131099	Genes & Molecular Sequences
100131101	LOC100131101	Gene	False	100131101	Genes & Molecular Sequences
100131107	LOC100131107	Gene	False	100131107	Genes & Molecular Sequences
100131129	LOC100131129	Gene	False	100131129	Genes & Molecular Sequences
100131137	BSPH1	Gene	True	UMLS:C2677154	Genes & Molecular Sequences
100131150	LOC100131150	Gene	False	100131150	Genes & Molecular Sequences
100131170	LOC100131170	Gene	False	100131170	Genes & Molecular Sequences
100131187	TSTD1	Gene	True	UMLS:C2828981	Genes & Molecular Sequences
100131190	LOC100131190	Gene	False	100131190	Genes & Molecular Sequences
100131195	LOC100131195	Gene	False	100131195	Genes & Molecular Sequences
100131211	NEMP2	Gene	False	100131211	Genes & Molecular Sequences
100131242	LOC100131242	Gene	False	100131242	Genes & Molecular Sequences
100131244	ANKRD63	Gene	False	100131244	Genes & Molecular Sequences
100131303	LOC100131303	Gene	False	100131303	Genes & Molecular Sequences
100131310	LOC100131310	Gene	False	100131310	Genes & Molecular Sequences
100131355	LOC100131355	Gene	False	100131355	Genes & Molecular Sequences
100131378	C11orf91	Gene	False	100131378	Genes & Molecular Sequences
100131390	SP9	Gene	False	100131390	Genes & Molecular Sequences
100131439	CD300LD	Gene	True	UMLS:C2240359	Genes & Molecular Sequences
100131539	ZNF705E	Gene	False	100131539	Genes & Molecular Sequences
100131581	LOC100131581	Gene	False	100131581	Genes & Molecular Sequences
100131599	LOC100131599	Gene	False	100131599	Genes & Molecular Sequences
100131608	PRR23D1	Gene	False	100131608	Genes & Molecular Sequences
100131654	LOC100131654	Gene	False	100131654	Genes & Molecular Sequences
100131719	LOC100131719	Gene	False	100131719	Genes & Molecular Sequences
100131755	ARMCX4	Gene	False	100131755	Genes & Molecular Sequences
100131801	PET100	Gene	True	UMLS:C3541664	Genes & Molecular Sequences
100131820	LOC100131820	Gene	False	100131820	Genes & Molecular Sequences
100131821	LOC100131821	Gene	False	100131821	Genes & Molecular Sequences
100131822	LOC100131822	Gene	False	100131822	Genes & Molecular Sequences
100131827	ZNF717	Gene	True	UMLS:C1824019	Genes & Molecular Sequences
100131829	LOC100131829	Gene	False	100131829	Genes & Molecular Sequences
100131840	LOC100131840	Gene	False	100131840	Genes & Molecular Sequences
100131860	LOC100131860	Gene	False	100131860	Genes & Molecular Sequences
100131864	LOC100131864	Gene	False	100131864	Genes & Molecular Sequences
100131878	LOC100131878	Gene	False	100131878	Genes & Molecular Sequences
100131894	LOC100131894	Gene	False	100131894	Genes & Molecular Sequences
100131897	FAM196B	Gene	False	100131897	Genes & Molecular Sequences
100131902	KRTAP25-1	Gene	False	100131902	Genes & Molecular Sequences
100131907	LOC100131907	Gene	False	100131907	Genes & Molecular Sequences
100131980	ZNF705G	Gene	False	100131980	Genes & Molecular Sequences
100132004	LOC100132004	Gene	False	100132004	Genes & Molecular Sequences
100132006	LOC100132006	Gene	False	100132006	Genes & Molecular Sequences
100132025	LOC100132025	Gene	False	100132025	Genes & Molecular Sequences
100132069	LOC100132069	Gene	False	100132069	Genes & Molecular Sequences
100132071	LOC100132071	Gene	False	100132071	Genes & Molecular Sequences
100132074	FOXO6	Gene	True	UMLS:C1969616	Genes & Molecular Sequences
100132146	LOC100132146	Gene	False	100132146	Genes & Molecular Sequences
100132154	LOC100132154	Gene	False	100132154	Genes & Molecular Sequences
100132197	LOC100132197	Gene	False	100132197	Genes & Molecular Sequences
100132247	NPIPB5	Gene	False	100132247	Genes & Molecular Sequences
100132257	LOC100132257	Gene	False	100132257	Genes & Molecular Sequences
100132285	KIR2DS2	Gene	True	UMLS:C1416648	Genes & Molecular Sequences
100132363	LOC100132363	Gene	False	100132363	Genes & Molecular Sequences
100132365	LOC100132365	Gene	False	100132365	Genes & Molecular Sequences
100132386	KRTAP4-9	Gene	False	100132386	Genes & Molecular Sequences
100132396	ZNF705B	Gene	False	100132396	Genes & Molecular Sequences
100132399	GAGE12D	Gene	False	100132399	Genes & Molecular Sequences
100132403	FAM157B	Gene	False	100132403	Genes & Molecular Sequences
100132406	NBPF10	Gene	True	UMLS:C1826368	Genes & Molecular Sequences
100132418	LOC100132418	Gene	False	100132418	Genes & Molecular Sequences
100132439	FAM27E4	Gene	False	100132439	Genes & Molecular Sequences
100132463	CLDN24	Gene	True	UMLS:C2829169	Genes & Molecular Sequences
100132474	LOC100132474	Gene	False	100132474	Genes & Molecular Sequences
100132476	KRTAP4-7	Gene	False	100132476	Genes & Molecular Sequences
100132495	LOC100132495	Gene	False	100132495	Genes & Molecular Sequences
100132506	FAM197Y3	Gene	False	100132506	Genes & Molecular Sequences
100132612	LOC100132612	Gene	False	100132612	Genes & Molecular Sequences
100132731	LOC100132731	Gene	False	100132731	Genes & Molecular Sequences
100132800	LOC100132800	Gene	False	100132800	Genes & Molecular Sequences
100132874	LOC100132874	Gene	False	100132874	Genes & Molecular Sequences
100132911	DPH3P1	Gene	False	100132911	Genes & Molecular Sequences
100132916	FAM159B	Gene	False	100132916	Genes & Molecular Sequences
100132932	FAM197Y9	Gene	False	100132932	Genes & Molecular Sequences
100132963	SMIM9	Gene	False	100132963	Genes & Molecular Sequences
100132994	CXorf49B	Gene	False	100132994	Genes & Molecular Sequences
100133053	CXorf51B	Gene	False	100133053	Genes & Molecular Sequences
100133093	FAM25G	Gene	False	100133093	Genes & Molecular Sequences
100133128	LOC100133128	Gene	False	100133128	Genes & Molecular Sequences
100133130	LOC100133130	Gene	False	100133130	Genes & Molecular Sequences
100133145	LOC100133145	Gene	False	100133145	Genes & Molecular Sequences
100133220	GOLGA6L3	Gene	False	100133220	Genes & Molecular Sequences
100133251	PRR23D2	Gene	False	100133251	Genes & Molecular Sequences
100133267	LOC100133267	Gene	False	100133267	Genes & Molecular Sequences
100133301	FAM231B	Gene	False	100133301	Genes & Molecular Sequences
100133790	MUC3	Gene	False	100133790	Genes & Molecular Sequences
100133941	CD24	Gene	True	UMLS:C1413212	Genes & Molecular Sequences
100134240	LOC100134240	Gene	False	100134240	Genes & Molecular Sequences
100134301	LOC100134301	Gene	False	100134301	Genes & Molecular Sequences
100134391	LOC100134391	Gene	False	100134391	Genes & Molecular Sequences
100134444	KCNJ18	Gene	True	UMLS:C2750476	Genes & Molecular Sequences
100134934	TEN1	Gene	True	UMLS:C2751072	Genes & Molecular Sequences
100134938	UPK3BL	Gene	False	100134938	Genes & Molecular Sequences
100137047	JMJD7	Gene	True	UMLS:C2681622	Genes & Molecular Sequences
100137049	PLA2G4B	Gene	True	UMLS:C1418621	Genes & Molecular Sequences
10014	HDAC5	Gene	True	UMLS:C1333894	Genes & Molecular Sequences
100141515	C17orf99	Gene	False	100141515	Genes & Molecular Sequences
100142659	CTAGE8	Gene	False	100142659	Genes & Molecular Sequences
100144595	LOC100144595	Gene	False	100144595	Genes & Molecular Sequences
100144748	KLLN	Gene	True	UMLS:C2677502	Genes & Molecular Sequences
100144878	LRRC53	Gene	False	100144878	Genes & Molecular Sequences
10015	PDCD6IP	Gene	True	UMLS:C1418407	Genes & Molecular Sequences
10016	PDCD6	Gene	True	UMLS:C1418406	Genes & Molecular Sequences
100169851	PATE3	Gene	False	100169851	Genes & Molecular Sequences
10017	BCL2L10	Gene	True	UMLS:C1412762	Genes & Molecular Sequences
100170229	SRRM5	Gene	False	100170229	Genes & Molecular Sequences
100170765	ERICH4	Gene	False	100170765	Genes & Molecular Sequences
100170841	C17orf96	Gene	True	UMLS:C2681300	Genes & Molecular Sequences
100174949	TRIM59-IFT80	Gene	False	100174949	Genes & Molecular Sequences
10018	BCL2L11	Gene	True	UMLS:C1337096	Genes & Molecular Sequences
100187907	TRAP	Gene	False	100187907	Genes & Molecular Sequences
100188893	TOMM6	Gene	True	UMLS:C2680495	Genes & Molecular Sequences
10019	SH2B3	Gene	True	UMLS:C1822705	Genes & Molecular Sequences
100190949	C5orf52	Gene	False	100190949	Genes & Molecular Sequences
100191040	C2CD4D	Gene	False	100191040	Genes & Molecular Sequences
100192455	FASA	Gene	False	100192455	Genes & Molecular Sequences
1002	CDH4	Gene	True	UMLS:C1413279	Genes & Molecular Sequences
10020	GNE	Gene	True	UMLS:C1428183	Genes & Molecular Sequences
10021	HCN4	Gene	True	UMLS:C1424615	Genes & Molecular Sequences
10022	INSL5	Gene	True	UMLS:C1416455	Genes & Molecular Sequences
10023	FRAT1	Gene	True	UMLS:C1333576	Genes & Molecular Sequences
10024	TROAP	Gene	True	UMLS:C1421164	Genes & Molecular Sequences
10025	MED16	Gene	True	UMLS:C1424995	Genes & Molecular Sequences
10026	PIGK	Gene	True	UMLS:C1418566	Genes & Molecular Sequences
100271715	ARHGEF33	Gene	False	100271715	Genes & Molecular Sequences
100271846	ERVV-2	Gene	False	100271846	Genes & Molecular Sequences
100271849	MEF2B	Gene	True	UMLS:C1417101	Genes & Molecular Sequences
100271927	RASA4B	Gene	False	100271927	Genes & Molecular Sequences
100272147	CMC4	Gene	True	UMLS:C2681847	Genes & Molecular Sequences
100286963	DEFB109	Gene	False	100286963	Genes & Molecular Sequences
100287013	FAM86KP	Gene	False	100287013	Genes & Molecular Sequences
100287036	LOC100287036	Gene	False	100287036	Genes & Molecular Sequences
100287144	USP17L10	Gene	False	100287144	Genes & Molecular Sequences
100287171	WASH1	Gene	True	UMLS:C2240171	Genes & Molecular Sequences
100287178	USP17L11	Gene	False	100287178	Genes & Molecular Sequences
100287205	USP17L12	Gene	False	100287205	Genes & Molecular Sequences
100287226	ZNF729	Gene	False	100287226	Genes & Molecular Sequences
100287238	USP17L13	Gene	False	100287238	Genes & Molecular Sequences
100287284	MANSC4	Gene	False	100287284	Genes & Molecular Sequences
100287290	LOC100287290	Gene	False	100287290	Genes & Molecular Sequences
100287294	LOC100287294	Gene	False	100287294	Genes & Molecular Sequences
100287327	USP17L17	Gene	False	100287327	Genes & Molecular Sequences
100287362	PRSS46	Gene	True	UMLS:C2828575	Genes & Molecular Sequences
100287364	USP17L18	Gene	False	100287364	Genes & Molecular Sequences
100287387	LOC100287387	Gene	False	100287387	Genes & Molecular Sequences
100287399	POTEB2	Gene	False	100287399	Genes & Molecular Sequences
100287404	USP17L19	Gene	False	100287404	Genes & Molecular Sequences
100287441	USP17L20	Gene	False	100287441	Genes & Molecular Sequences
100287477	LOC100287477	Gene	False	100287477	Genes & Molecular Sequences
100287478	USP17L21	Gene	False	100287478	Genes & Molecular Sequences
100287482	SMKR1	Gene	False	100287482	Genes & Molecular Sequences
100287513	USP17L22	Gene	False	100287513	Genes & Molecular Sequences
100287718	ANKRD66	Gene	False	100287718	Genes & Molecular Sequences
100287798	FAM197Y8	Gene	False	100287798	Genes & Molecular Sequences
100287823	LOC100287823	Gene	False	100287823	Genes & Molecular Sequences
100287837	LOC100287837	Gene	False	100287837	Genes & Molecular Sequences
100287859	FAM197Y6	Gene	False	100287859	Genes & Molecular Sequences
100287898	TTC34	Gene	False	100287898	Genes & Molecular Sequences
100287932	TIMM23	Gene	True	UMLS:C1424893	Genes & Molecular Sequences
100287979	TTTY13C	Gene	False	100287979	Genes & Molecular Sequences
100288072	SDR42E2	Gene	False	100288072	Genes & Molecular Sequences
100288142	NBPF20	Gene	False	100288142	Genes & Molecular Sequences
100288287	KRTAP22-2	Gene	False	100288287	Genes & Molecular Sequences
100288315	LOC100288315	Gene	False	100288315	Genes & Molecular Sequences
100288323	KRTAP21-3	Gene	False	100288323	Genes & Molecular Sequences
100288332	NPIPA5	Gene	False	100288332	Genes & Molecular Sequences
100288336	LOC100288336	Gene	False	100288336	Genes & Molecular Sequences
100288413	ERVMER34-1	Gene	False	100288413	Genes & Molecular Sequences
100288465	FAM197Y10	Gene	False	100288465	Genes & Molecular Sequences
100288485	MTRNR2L7	Gene	False	100288485	Genes & Molecular Sequences
100288520	USP17L15	Gene	False	100288520	Genes & Molecular Sequences
100288524	WI2-2373I1.2	Gene	False	100288524	Genes & Molecular Sequences
100288562	LOC100288562	Gene	False	100288562	Genes & Molecular Sequences
100288675	LOC100288675	Gene	False	100288675	Genes & Molecular Sequences
100288687	DUX4	Gene	True	UMLS:C1414197	Genes & Molecular Sequences
100288695	LIMS3L	Gene	False	100288695	Genes & Molecular Sequences
100288797	TMEM239	Gene	False	100288797	Genes & Molecular Sequences
100288801	FRG2C	Gene	False	100288801	Genes & Molecular Sequences
100288814	CLDN34	Gene	False	100288814	Genes & Molecular Sequences
100288908	LOC100288908	Gene	False	100288908	Genes & Molecular Sequences
100288960	PRSS43	Gene	False	100288960	Genes & Molecular Sequences
100288966	LOC100288966	Gene	False	100288966	Genes & Molecular Sequences
100289009	LOC100289009	Gene	False	100289009	Genes & Molecular Sequences
100289058	LOC100289058	Gene	False	100289058	Genes & Molecular Sequences
100289087	TSPY10	Gene	False	100289087	Genes & Molecular Sequences
100289097	LOC100289097	Gene	False	100289097	Genes & Molecular Sequences
100289151	DCLRE1CP1	Gene	False	100289151	Genes & Molecular Sequences
100289187	GS1-259H13.2	Gene	False	100289187	Genes & Molecular Sequences
100289265	FAM197Y1	Gene	False	100289265	Genes & Molecular Sequences
100289269	LOC100289269	Gene	False	100289269	Genes & Molecular Sequences
100289279	LOC100289279	Gene	False	100289279	Genes & Molecular Sequences
100289462	DEFB4B	Gene	False	100289462	Genes & Molecular Sequences
100289561	LOC100289561	Gene	False	100289561	Genes & Molecular Sequences
100289635	ZNF605	Gene	False	100289635	Genes & Molecular Sequences
100289678	ZNF783	Gene	False	100289678	Genes & Molecular Sequences
100291323	LOC100291323	Gene	False	100291323	Genes & Molecular Sequences
100293516	ZNF587B	Gene	False	100293516	Genes & Molecular Sequences
100293534	C4B_2	Gene	True	UMLS:C3542831	Genes & Molecular Sequences
100293704	LOC100293704	Gene	False	100293704	Genes & Molecular Sequences
100294341	LOC100294341	Gene	False	100294341	Genes & Molecular Sequences
100294391	LOC100294391	Gene	False	100294391	Genes & Molecular Sequences
1003	CDH5	Gene	True	UMLS:C1332729	Genes & Molecular Sequences
100302652	GPR75-ASB3	Gene	False	100302652	Genes & Molecular Sequences
100302736	TMED7-TICAM2	Gene	False	100302736	Genes & Molecular Sequences
100303755	PET117	Gene	True	UMLS:C3471365	Genes & Molecular Sequences
100310812	SPDYE2B	Gene	False	100310812	Genes & Molecular Sequences
100310846	ANKRD61	Gene	False	100310846	Genes & Molecular Sequences
100316904	SAP25	Gene	True	UMLS:C3146439	Genes & Molecular Sequences
100329135	TRPC5OS	Gene	False	100329135	Genes & Molecular Sequences
10036	CHAF1A	Gene	True	UMLS:C1413374	Genes & Molecular Sequences
10038	PARP2	Gene	True	UMLS:C1538580	Genes & Molecular Sequences
100381270	ZBED6	Gene	True	UMLS:C3147017	Genes & Molecular Sequences
10039	PARP3	Gene	True	UMLS:C1538581	Genes & Molecular Sequences
