hetio_id	name	het_type	cui
100128437	LOC100128437	Gene	100128437
100128496	C20orf78	Gene	UMLS:C1424087
100128498	LOC100128498	Gene	100128498
100128517	LOC100128517	Gene	100128517
100128529	LOC100128529	Gene	100128529
100128551	LOC100128551	Gene	100128551
100128553	CTAGE4	Gene	UMLS:C1539147
100128569	C19orf71	Gene	UMLS:C2681314
100128571	LOC100128571	Gene	100128571
100128591	LOC100128591	Gene	100128591
100128651	LOC100128651	Gene	100128651
100128668	LOC100128668	Gene	100128668
100128691	LOC100128691	Gene	100128691
100128697	LOC100128697	Gene	100128697
100128731	OST4	Gene	UMLS:C2829972
100128795	LOC100128795	Gene	100128795
100128824	LOC100128824	Gene	100128824
100128851	LOC100128851	Gene	100128851
100128905	LOC100128905	Gene	UMLS:C4321168
100128927	ZBTB42	Gene	UMLS:C1823908
100128950	LOC100128950	Gene	100128950
100129042	LOC100129042	Gene	100129042
100129069	LOC100129069	Gene	100129069
100129083	LOC100129083	Gene	100129083
100129094	BTNL10	Gene	UMLS:C3469658
100129098	LOC100129098	Gene	100129098
100129112	LOC100129112	Gene	100129112
100129115	LOC100129115	Gene	100129115
100129125	LOC100129125	Gene	100129125
100129126	LOC100129126	Gene	100129126
100129128	KHDC1L	Gene	UMLS:C2829597
100129171	LOC100129171	Gene	100129171
100129216	LOC100129216	Gene	UMLS:C4320036
100129239	CXorf51A	Gene	UMLS:C3470008
100129240	LOC100129240	Gene	100129240
100129271	C1orf68	Gene	UMLS:C1823214
100129275	LOC100129275	Gene	100129275
100129278	TDRD15	Gene	UMLS:C3540907
100129280	LOC100129280	Gene	100129280
100129307	LOC100129307	Gene	100129307
100129311	LOC100129311	Gene	100129311
100129322	LOC100129322	Gene	100129322
100129324	LOC100129324	Gene	100129324
100129361	SMIM10L1	Gene	UMLS:C3889750
100129363	LOC100129363	Gene	100129363
100129380	LOC100129380	Gene	100129380
100129385	C9orf92	Gene	UMLS:C1538337
100129393	LOC100129393	Gene	100129393
100129397	LOC100129397	Gene	100129397
100129399	LOC100129399	Gene	100129399
100129406	LOC100129406	Gene	100129406
100129408	LOC100129408	Gene	100129408
100129447	LOC100129447	Gene	100129447
100129480	MKRN2OS	Gene	UMLS:C3890860
100129520	LOC100129520	Gene	UMLS:C4084984
100129528	MUC8	Gene	UMLS:C1417501
100129543	ZNF730	Gene	UMLS:C2681137
100129572	LOC100129572	Gene	100129572
100129583	FAM47E	Gene	UMLS:C2681472
100129654	TCF24	Gene	UMLS:C1823254
100129669	IZUMO3	Gene	UMLS:C1538360
100129697	LOC100129697	Gene	100129697
100129721	LOC100129721	Gene	100129721
100129763	LOC100129763	Gene	100129763
100129775	LOC100129775	Gene	100129775
100129785	LOC100129785	Gene	100129785
100129792	CCDC152	Gene	UMLS:C2681328
100129840	LOC100129840	Gene	100129840
100129842	ZNF737	Gene	UMLS:C2240213
100129846	LOC100129846	Gene	100129846
100129852	LOC100129852	Gene	100129852
100129884	LOC100129884	Gene	100129884
100129924	LOC100129924	Gene	UMLS:C4321061
100129940	LOC100129940	Gene	100129940
100129969	FAM205C	Gene	UMLS:C4084693
100129974	LOC100129974	Gene	100129974
10013	HDAC6	Gene	UMLS:C1333895
100130051	LOC100130051	Gene	100130051
100130057	LOC100130057	Gene	100130057
100130078	LOC100130078	Gene	100130078
100130086	HSFX2	Gene	UMLS:C1825533
100130097	KIF28P	Gene	UMLS:C3814356
100130101	LOC100130101	Gene	100130101
100130175	LOC100130175	Gene	100130175
100130274	CCDC166	Gene	UMLS:C3469800
100130276	LOC100130276	Gene	100130276
100130278	LOC100130278	Gene	100130278
100130301	C8orf89	Gene	UMLS:C3890150
100130302	SUPT20HL1	Gene	UMLS:C1539450
100130311	C17orf107	Gene	UMLS:C2828931
100130314	LOC100130314	Gene	100130314
100130345	LOC100130345	Gene	100130345
100130348	TMEM262	Gene	UMLS:C3814245
100130357	LOC100130357	Gene	100130357
100130361	CXorf49	Gene	UMLS:C2239322
100130370	LOC100130370	Gene	100130370
100130372	LOC100130372	Gene	100130372
100130433	LOC100130433	Gene	100130433
100130436	LOC100130436	Gene	100130436
100130442	LOC100130442	Gene	100130442
100130451	LOC100130451	Gene	100130451
100130463	LOC100130463	Gene	100130463
100130519	TMEM221	Gene	UMLS:C2680486
100130520	LOC100130520	Gene	100130520
100130539	C10orf142	Gene	UMLS:C3890148
100130540	LOC100130540	Gene	100130540
100130542	LOC100130542	Gene	100130542
100130560	LOC100130560	Gene	100130560
100130573	LOC100130573	Gene	100130573
100130597	LOC100130597	Gene	100130597
100130613	PRR32	Gene	UMLS:C3813426
100130654	LOC100130654	Gene	100130654
100130657	LOC100130657	Gene	100130657
100130705	LOC100130705	Gene	100130705
100130733	LRRC70	Gene	UMLS:C2700611
100130741	LOC100130741	Gene	100130741
100130742	LRRC69	Gene	UMLS:C2681649
100130761	LOC100130761	Gene	100130761
100130778	LOC100130778	Gene	100130778
100130817	LOC100130817	Gene	100130817
100130827	SBK3	Gene	UMLS:C3816535
100130857	LOC100130857	Gene	100130857
100130863	ZNF840P	Gene	100130863
100130865	LOC100130865	Gene	100130865
100130880	LOC100130880	Gene	100130880
100130890	TSTD3	Gene	UMLS:C3543473
100130920	LOC100130920	Gene	100130920
100130927	LOC100130927	Gene	100130927
100130933	SMIM6	Gene	UMLS:C3543511
100130958	SYCE1L	Gene	UMLS:C2828741
100130967	C6orf99	Gene	UMLS:C1427391
100130976	LOC100130976	Gene	100130976
100130988	C7orf72	Gene	UMLS:C2828853
100131000	LOC100131000	Gene	100131000
100131004	LOC100131004	Gene	100131004
100131017	ZNF316	Gene	UMLS:C1538182
100131032	LOC100131032	Gene	100131032
100131034	LOC100131034	Gene	100131034
100131094	DPP9-AS1	Gene	UMLS:C3889563
100131099	LOC100131099	Gene	100131099
100131101	LOC100131101	Gene	100131101
100131107	LOC100131107	Gene	100131107
100131129	LOC100131129	Gene	100131129
100131137	BSPH1	Gene	UMLS:C2677154
100131150	LOC100131150	Gene	100131150
100131170	LOC100131170	Gene	100131170
100131187	TSTD1	Gene	UMLS:C2828981
100131190	LOC100131190	Gene	100131190
100131195	LOC100131195	Gene	100131195
100131211	NEMP2	Gene	UMLS:C2240101
100131242	LOC100131242	Gene	100131242
100131244	ANKRD63	Gene	UMLS:C3148606
100131303	LOC100131303	Gene	100131303
100131310	LOC100131310	Gene	100131310
100131355	LOC100131355	Gene	100131355
100131378	C11orf91	Gene	UMLS:C2681271
100131390	SP9	Gene	UMLS:C2680436
100131439	CD300LD	Gene	UMLS:C2240359
100131539	ZNF705E	Gene	UMLS:C1824008
100131581	LOC100131581	Gene	100131581
100131599	LOC100131599	Gene	100131599
100131608	PRR23D1	Gene	UMLS:C3813422
100131654	LOC100131654	Gene	100131654
100131719	LOC100131719	Gene	100131719
100131755	ARMCX4	Gene	UMLS:C1538942
100131801	PET100	Gene	UMLS:C3541664
100131820	LOC100131820	Gene	100131820
100131821	LOC100131821	Gene	100131821
100131822	LOC100131822	Gene	100131822
100131827	ZNF717	Gene	UMLS:C1824019
100131829	LOC100131829	Gene	100131829
100131840	LOC100131840	Gene	100131840
100131860	LOC100131860	Gene	100131860
100131864	LOC100131864	Gene	100131864
100131878	LOC100131878	Gene	100131878
100131894	LOC100131894	Gene	100131894
100131897	FAM196B	Gene	UMLS:C2829376
100131902	KRTAP25-1	Gene	UMLS:C2239643
100131907	LOC100131907	Gene	100131907
100131980	ZNF705G	Gene	UMLS:C2829222
100132004	LOC100132004	Gene	100132004
100132006	LOC100132006	Gene	100132006
100132025	LOC100132025	Gene	100132025
100132069	LOC100132069	Gene	100132069
100132071	LOC100132071	Gene	100132071
100132074	FOXO6	Gene	UMLS:C1969616
100132146	LOC100132146	Gene	UMLS:C4320301
100132154	LOC100132154	Gene	100132154
100132197	LOC100132197	Gene	100132197
100132247	NPIPB5	Gene	UMLS:C3812022
100132257	LOC100132257	Gene	100132257
100132285	KIR2DS2	Gene	UMLS:C1416648
100132363	LOC100132363	Gene	100132363
100132365	LOC100132365	Gene	100132365
100132386	KRTAP4-9	Gene	UMLS:C1425878
100132396	ZNF705B	Gene	UMLS:C1824005
100132399	GAGE12D	Gene	UMLS:C1825333
100132403	FAM157B	Gene	UMLS:C2681483
100132406	NBPF10	Gene	UMLS:C1826368
100132418	LOC100132418	Gene	100132418
100132439	FAM27E4	Gene	100132439
100132463	CLDN24	Gene	UMLS:C2829169
100132474	LOC100132474	Gene	100132474
100132476	KRTAP4-7	Gene	UMLS:C1425866
100132495	LOC100132495	Gene	100132495
100132506	FAM197Y3	Gene	100132506
100132612	LOC100132612	Gene	UMLS:C4320692
100132731	LOC100132731	Gene	100132731
100132800	LOC100132800	Gene	100132800
100132874	LOC100132874	Gene	100132874
100132911	DPH3P1	Gene	UMLS:C1824961
100132916	FAM159B	Gene	UMLS:C2681486
100132932	FAM197Y9	Gene	UMLS:C2829385
100132963	SMIM9	Gene	UMLS:C3543510
100132994	CXorf49B	Gene	UMLS:C2681390
100133053	CXorf51B	Gene	UMLS:C3470009
100133093	FAM25G	Gene	UMLS:C1539414
100133128	LOC100133128	Gene	UMLS:C4320028
100133130	LOC100133130	Gene	100133130
100133145	LOC100133145	Gene	100133145
100133220	GOLGA6L3	Gene	UMLS:C2829523
100133251	PRR23D2	Gene	UMLS:C3813423
100133267	LOC100133267	Gene	UMLS:C4320034
100133301	FAM231B	Gene	UMLS:C3816109
100133790	MUC3	Gene	100133790
100133941	CD24	Gene	UMLS:C1413212
100134240	LOC100134240	Gene	100134240
100134301	LOC100134301	Gene	100134301
100134391	LOC100134391	Gene	100134391
100134444	KCNJ18	Gene	UMLS:C2750476
100134934	TEN1	Gene	UMLS:C2751072
100134938	UPK3BL	Gene	UMLS:C2829004
100137047	JMJD7	Gene	UMLS:C2681622
100137049	PLA2G4B	Gene	UMLS:C1418621
10014	HDAC5	Gene	UMLS:C1333894
100141515	C17orf99	Gene	UMLS:C2681303
100142659	CTAGE8	Gene	UMLS:C2829191
100144595	LOC100144595	Gene	100144595
100144748	KLLN	Gene	UMLS:C2677502
100144878	LRRC53	Gene	100144878
10015	PDCD6IP	Gene	UMLS:C1418407
10016	PDCD6	Gene	UMLS:C1418406
100169851	PATE3	Gene	UMLS:C2678552
10017	BCL2L10	Gene	UMLS:C1412762
100170229	SRRM5	Gene	UMLS:C2828733
100170765	ERICH4	Gene	UMLS:C2681312
100170841	C17orf96	Gene	UMLS:C2681300
100174949	TRIM59-IFT80	Gene	100174949
10018	BCL2L11	Gene	UMLS:C1337096
100187907	TRAP	Gene	100187907
100188893	TOMM6	Gene	UMLS:C2680495
10019	SH2B3	Gene	UMLS:C1822705
100190949	C5orf52	Gene	UMLS:C2681237
100191040	C2CD4D	Gene	UMLS:C2828839
100192455	FASA	Gene	100192455
1002	CDH4	Gene	UMLS:C1413279
10020	GNE	Gene	UMLS:C1428183
10021	HCN4	Gene	UMLS:C1424615
10022	INSL5	Gene	UMLS:C1416455
10023	FRAT1	Gene	UMLS:C1333576
10024	TROAP	Gene	UMLS:C1421164
10025	MED16	Gene	UMLS:C1424995
10026	PIGK	Gene	UMLS:C1418566
100271715	ARHGEF33	Gene	UMLS:C2828660
100271846	ERVV-2	Gene	UMLS:C3147234
100271849	MEF2B	Gene	UMLS:C1417101
100271927	RASA4B	Gene	UMLS:C2678591
100272147	CMC4	Gene	UMLS:C2681847
100286963	DEFB109	Gene	UMLS:C4320030
100287013	FAM86KP	Gene	UMLS:C3541104
100287036	LOC100287036	Gene	100287036
100287144	USP17L10	Gene	UMLS:C3543012
100287171	WASH1	Gene	UMLS:C2240171
100287178	USP17L11	Gene	UMLS:C3543011
100287205	USP17L12	Gene	UMLS:C3543010
100287226	ZNF729	Gene	UMLS:C1824029
100287238	USP17L13	Gene	UMLS:C3543009
100287284	MANSC4	Gene	UMLS:C3147768
100287290	LOC100287290	Gene	100287290
100287294	LOC100287294	Gene	100287294
100287327	USP17L17	Gene	UMLS:C3542546
100287362	PRSS46	Gene	UMLS:C2828575
100287364	USP17L18	Gene	UMLS:C3542545
100287387	LOC100287387	Gene	100287387
100287399	POTEB2	Gene	UMLS:C3813012
100287404	USP17L19	Gene	UMLS:C3542544
100287441	USP17L20	Gene	UMLS:C3542543
100287477	LOC100287477	Gene	100287477
100287478	USP17L21	Gene	UMLS:C3542542
100287482	SMKR1	Gene	UMLS:C3542071
100287513	USP17L22	Gene	UMLS:C3542541
100287718	ANKRD66	Gene	UMLS:C3540389
100287798	FAM197Y8	Gene	100287798
100287823	LOC100287823	Gene	100287823
100287837	LOC100287837	Gene	100287837
100287859	FAM197Y6	Gene	100287859
100287898	TTC34	Gene	UMLS:C2681084
100287932	TIMM23	Gene	UMLS:C1424893
100287979	TTTY13C	Gene	UMLS:C3146832
100288072	SDR42E2	Gene	UMLS:C2680369
100288142	NBPF20	Gene	UMLS:C1826378
100288287	KRTAP22-2	Gene	UMLS:C2829628
100288315	LOC100288315	Gene	100288315
100288323	KRTAP21-3	Gene	UMLS:C2829627
100288332	NPIPA5	Gene	UMLS:C3812017
100288336	LOC100288336	Gene	100288336
100288413	ERVMER34-1	Gene	UMLS:C3470158
100288465	FAM197Y10	Gene	UMLS:C2829386
100288485	MTRNR2L7	Gene	UMLS:C3148438
100288520	USP17L15	Gene	UMLS:C3543007
100288524	WI2-2373I1.2	Gene	100288524
100288562	LOC100288562	Gene	100288562
100288675	LOC100288675	Gene	100288675
100288687	DUX4	Gene	UMLS:C1414197
100288695	LIMS3L	Gene	UMLS:C3147750
100288797	TMEM239	Gene	UMLS:C3470099
100288801	FRG2C	Gene	UMLS:C2239462
100288814	CLDN34	Gene	UMLS:C3889816
100288908	LOC100288908	Gene	100288908
100288960	PRSS43	Gene	UMLS:C2828572
100288966	LOC100288966	Gene	100288966
100289009	LOC100289009	Gene	100289009
100289058	LOC100289058	Gene	100289058
100289087	TSPY10	Gene	UMLS:C2828969
100289097	LOC100289097	Gene	UMLS:C4084691
100289151	DCLRE1CP1	Gene	100289151
100289187	GS1-259H13.2	Gene	UMLS:C4321059
100289265	FAM197Y1	Gene	UMLS:C4320285
100289269	LOC100289269	Gene	100289269
100289279	LOC100289279	Gene	100289279
100289462	DEFB4B	Gene	UMLS:C2829253
100289561	LOC100289561	Gene	100289561
100289635	ZNF605	Gene	UMLS:C1428665
100289678	ZNF783	Gene	UMLS:C1824056
100291323	LOC100291323	Gene	100291323
100293516	ZNF587B	Gene	UMLS:C3470378
100293534	C4B_2	Gene	UMLS:C3542831
100293704	LOC100293704	Gene	100293704
100294341	LOC100294341	Gene	100294341
100294391	LOC100294391	Gene	100294391
1003	CDH5	Gene	UMLS:C1332729
100302652	GPR75-ASB3	Gene	UMLS:C3147400
100302736	TMED7-TICAM2	Gene	UMLS:C2828868
100303755	PET117	Gene	UMLS:C3471365
100310812	SPDYE2B	Gene	UMLS:C3812475
100310846	ANKRD61	Gene	UMLS:C2678599
100316904	SAP25	Gene	UMLS:C3146439
100329135	TRPC5OS	Gene	UMLS:C3543477
10036	CHAF1A	Gene	UMLS:C1413374
10038	PARP2	Gene	UMLS:C1538580
100381270	ZBED6	Gene	UMLS:C3147017
10039	PARP3	Gene	UMLS:C1538581
1004	CDH6	Gene	UMLS:C1413280
10040	TOM1L1	Gene	UMLS:C1420855
10042	HMGXB4	Gene	UMLS:C1415613
100423062	IGLL5	Gene	UMLS:C2829581
10043	TOM1	Gene	UMLS:C1420854
100431172	KLRF2	Gene	UMLS:C3147703
10044	SH2D3C	Gene	UMLS:C1335818
10045	SH2D3A	Gene	UMLS:C1335817
10046	MAMLD1	Gene	UMLS:C1413834
100462977	MTRNR2L1	Gene	UMLS:C3148432
100462981	MTRNR2L2	Gene	UMLS:C3148433
100462983	MTRNR2L3	Gene	UMLS:C3148434
100463285	MTRNR2L4	Gene	UMLS:C3148435
100463289	MTRNR2L5	Gene	UMLS:C3148436
100463482	MTRNR2L6	Gene	UMLS:C3148437
100463486	MTRNR2L8	Gene	UMLS:C3148439
100463487	MTRNR2L9	Gene	UMLS:C3148440
100463488	MTRNR2L10	Gene	UMLS:C3148441
10047	CST8	Gene	UMLS:C1413777
10048	RANBP9	Gene	UMLS:C1422166
10049	DNAJB6	Gene	UMLS:C1423027
100499483	CCDC180	Gene	UMLS:C1428830
1005	CDH7	Gene	UMLS:C1413281
10050	SLC17A4	Gene	UMLS:C1420112
100500938	CCDC179	Gene	UMLS:C3542302
100505385	IQCJ-SCHIP1	Gene	UMLS:C3147659
100505478	LOC100505478	Gene	UMLS:C4321049
100505502	LOC100505502	Gene	100505502
100505549	LOC100505549	Gene	100505549
100505555	LOC100505555	Gene	100505555
100505570	LOC100505570	Gene	100505570
100505573	INAFM2	Gene	UMLS:C3812916
100505591	LRRC3C	Gene	UMLS:C3147755
100505679	UBE2Q2L	Gene	UMLS:C3814613
100505724	KRTAP9-7	Gene	UMLS:C1425883
100505741	SPATA1	Gene	UMLS:C1422837
100505753	KRTAP16-1	Gene	UMLS:C1425884
100505767	SPDYE18	Gene	UMLS:C3889199
100505797	LOC100505797	Gene	100505797
100505841	LOC100505841	Gene	100505841
100505877	UBE2E2-AS1	Gene	UMLS:C3543040
100505993	TMEM210	Gene	UMLS:C2680476
100506012	PPP5D1	Gene	UMLS:C3541036
100506013	APELA	Gene	UMLS:C3810054
100506049	LRRC72	Gene	UMLS:C3470916
100506084	ARL17B	Gene	UMLS:C2239903
100506115	LINC01272	Gene	UMLS:C4320832
100506127	LOC100506127	Gene	100506127
100506144	ZMYM6NB	Gene	UMLS:C4321055
100506164	HSFX1	Gene	UMLS:C1825532
100506217	LOC100506217	Gene	100506217
100506242	LOC100506242	Gene	100506242
100506243	KRBOX1	Gene	UMLS:C3147706
100506248	LOC100506248	Gene	100506248
100506374	LOC100506374	Gene	UMLS:C4320145
100506388	LOC100506388	Gene	100506388
100506422	LOC100506422	Gene	100506422
100506504	LOC100506504	Gene	UMLS:C4320715
100506514	LOC100506514	Gene	100506514
100506562	LOC100506562	Gene	100506562
100506564	THEGL	Gene	UMLS:C3469990
100506571	LOC100506571	Gene	100506571
100506581	C16orf95	Gene	UMLS:C3146781
100506627	DCDC5	Gene	UMLS:C2239332
100506650	C17orf112	Gene	UMLS:C3542824
100506658	OCLN	Gene	UMLS:C1417928
100506667	LOC100506667	Gene	100506667
100506718	LOC100506718	Gene	100506718
100506736	SLFN12L	Gene	UMLS:C2239936
100506742	CASP12	Gene	UMLS:C1824531
100506888	TCEB3CL2	Gene	UMLS:C4320149
100506922	LOC100506922	Gene	100506922
100506944	LOC100506944	Gene	100506944
100507003	GFY	Gene	UMLS:C3810999
100507027	MRLN	Gene	UMLS:C3815103
100507050	TPBGL	Gene	UMLS:C3540106
100507055	LRCOL1	Gene	UMLS:C3539333
100507096	GIMD1	Gene	UMLS:C3539394
100507170	CT47A12	Gene	UMLS:C3469926
100507203	SMLR1	Gene	UMLS:C3542070
100507221	LOC100507221	Gene	100507221
100507249	C8orf17	Gene	UMLS:C1425057
100507290	ZNF865	Gene	UMLS:C3147060
100507341	SMIM18	Gene	UMLS:C3542074
100507421	TMEM178B	Gene	UMLS:C3540124
100507436	MICA	Gene	UMLS:C1417162
100507462	LOC100507462	Gene	UMLS:C4085515
100507483	LOC100507483	Gene	100507483
100507494	LOC100507494	Gene	100507494
100507507	LOC100507507	Gene	100507507
100507527	THEG5	Gene	100507527
100507588	TGFBR3L	Gene	UMLS:C3540903
100507607	NPIPB9	Gene	UMLS:C3812025
100507608	KRTAP9-6	Gene	UMLS:C1425882
100507650	RNF212B	Gene	UMLS:C3890123
100507679	MUC22	Gene	UMLS:C3151352
100507703	LOC100507703	Gene	100507703
100507747	LOC100507747	Gene	100507747
100508689	LOC100508689	Gene	100508689
100509072	LOC100509072	Gene	100509072
100509091	LOC100509091	Gene	100509091
100509620	LOC100509620	Gene	100509620
10051	SMC4	Gene	UMLS:C1422347
100510707	TBC1D3J	Gene	UMLS:C3889182
10052	GJC1	Gene	UMLS:C1415074
100526664	LY75-CD302	Gene	UMLS:C3147763
100526693	ARPC4-TTLL3	Gene	UMLS:C3146626
100526694	MSANTD3-TMEFF1	Gene	UMLS:C3471120
100526737	RBM14-RBM4	Gene	UMLS:C3146325
100526739	APITD1-CORT	Gene	UMLS:C4320010
100526740	ATP5J2-PTCD1	Gene	UMLS:C3146653
100526761	CCDC169-SOHLH2	Gene	UMLS:C3469804
100526767	RNF103-CHMP3	Gene	UMLS:C3472028
100526772	TMEM110-MUSTN1	Gene	UMLS:C3146735
100526773	EPPIN-WFDC6	Gene	UMLS:C3541117
100526783	C15orf38-AP3S2	Gene	UMLS:C3146780
100526794	NT5C1B-RDH14	Gene	UMLS:C3148542
100526832	PHOSPHO2-KLHL23	Gene	100526832
100526835	FPGT-TNNI3K	Gene	UMLS:C3470326
100526842	RPL17-C18orf32	Gene	UMLS:C3539211
100527943	TGIF2-C20orf24	Gene	UMLS:C3540902
100527949	GIMAP1-GIMAP5	Gene	UMLS:C3889214
100527963	PMF1-BGLAP	Gene	UMLS:C3471411
100527978	TMEM56-RWDD3	Gene	UMLS:C3814242
100528017	SAA2-SAA4	Gene	UMLS:C3146430
100528020	FAM187A	Gene	UMLS:C2681522
100528021	ST20-MTHFS	Gene	UMLS:C3541531
100528030	POC1B-GALNT4	Gene	UMLS:C3471413
100528032	KLRC4-KLRK1	Gene	UMLS:C3814363
100528062	ARMCX5-GPRASP2	Gene	UMLS:C3469617
100528064	NEDD8-MDP1	Gene	UMLS:C3148524
100529063	BCL2L2-PABPN1	Gene	UMLS:C3469639
100529097	RPL36A-HNRNPH2	Gene	UMLS:C3816522
100529141	LGTN	Gene	UMLS:C1416841
100529144	CORO7-PAM16	Gene	UMLS:C3539420
100529215	ZNF559-ZNF177	Gene	UMLS:C3470377
100529239	RPS10-NUDT3	Gene	UMLS:C3816304
100529240	ZNF816-ZNF321P	Gene	UMLS:C3147057
100529241	HSPE1-MOB4	Gene	UMLS:C3813532
100529251	CKLF-CMTM1	Gene	UMLS:C3146935
100529257	SYNJ2BP-COX16	Gene	UMLS:C3812960
100529261	CHURC1-FNTB	Gene	UMLS:C3469905
10053	AP1M2	Gene	UMLS:C1412438
100532726	NDUFC2-KCTD14	Gene	UMLS:C3471282
100532727	DDX11L12	Gene	100532727
100532731	COMMD3-BMI1	Gene	UMLS:C3813879
100532736	MINOS1-NBL1	Gene	UMLS:C3816784
100533105	C8orf44-SGK3	Gene	UMLS:C3811535
100533106	ZHX1-C8orf76	Gene	UMLS:C3470359
100533177	KRTAP29-1	Gene	UMLS:C2829629
100533178	PRORY	Gene	UMLS:C3890297
100533181	FXYD6-FXYD2	Gene	UMLS:C3539402
100533183	ZNF664-FAM101A	Gene	100533183
100533467	BIVM-ERCC5	Gene	UMLS:C3816855
100533496	TVP23C-CDRT4	Gene	UMLS:C3543044
100533952	RBAK-RBAKDN	Gene	UMLS:C3813827
100533997	MAGEA10-MAGEA5	Gene	100533997
100534012	TNFAIP8L2-SCNM1	Gene	100534012
100534592	URGCP-MRPS24	Gene	UMLS:C3814930
100534599	ISY1-RAB43	Gene	UMLS:C3470517
10054	UBA2	Gene	UMLS:C1826967
10055	SAE1	Gene	UMLS:C1826966
10056	FARSB	Gene	UMLS:C1425085
10057	ABCC5	Gene	UMLS:C1412080
10058	ABCB6	Gene	UMLS:C1332001
10059	DNM1L	Gene	UMLS:C1414119
1006	CDH8	Gene	UMLS:C1413282
10060	ABCC9	Gene	UMLS:C1412083
10061	ABCF2	Gene	UMLS:C1412094
10062	NR1H3	Gene	UMLS:C1417824
10063	COX17	Gene	UMLS:C1413633
100631383	FAM47E-STBD1	Gene	UMLS:C3816097
100652748	TIMM23B	Gene	UMLS:C1539968
100652758	LOC100652758	Gene	100652758
100652775	HP11026	Gene	100652775
100652777	LOC100652777	Gene	100652777
100652807	LOC100652807	Gene	100652807
100652824	KIAA2012	Gene	UMLS:C3891910
100652833	LOC100652833	Gene	100652833
100652871	LOC100652871	Gene	100652871
100652894	LOC100652894	Gene	100652894
100652901	LOC100652901	Gene	100652901
100653049	LOC100653049	Gene	100653049
100653061	LOC100653061	Gene	100653061
100653133	LOC100653133	Gene	100653133
100653515	CEP295NL	Gene	UMLS:C3890130
10066	SCAMP2	Gene	UMLS:C1419840
10067	SCAMP3	Gene	UMLS:C1419841
10068	IL18BP	Gene	UMLS:C1416392
10069	RWDD2B	Gene	UMLS:C1412982
1007	CDH9	Gene	UMLS:C1413283
10071	MUC12	Gene	UMLS:C1417492
10072	DPP3	Gene	UMLS:C1414140
10073	SNUPN	Gene	UMLS:C1823075
10075	HUWE1	Gene	UMLS:C1537395
10076	PTPRU	Gene	UMLS:C1419125
10077	TSPAN32	Gene	UMLS:C1335209
10078	TSSC4	Gene	UMLS:C1336686
10079	ATP9A	Gene	UMLS:C1422050
1008	CDH10	Gene	UMLS:C1413268
10081	PDCD7	Gene	UMLS:C1418408
10082	GPC6	Gene	UMLS:C1415198
100820829	MYZAP	Gene	UMLS:C3471264
10083	USH1C	Gene	UMLS:C1421379
10084	PQBP1	Gene	UMLS:C1418859
10085	EDIL3	Gene	UMLS:C1414259
10086	HHLA1	Gene	UMLS:C1415539
100861412	FSBP	Gene	UMLS:C3470332
100861437	NARR	Gene	100861437
100861519	GDNF-AS1	Gene	UMLS:C3470341
100861540	CYP3A7-CYP3A51P	Gene	UMLS:C3889799
100862671	TMEM265	Gene	UMLS:C3892003
100862847	USP17L	Gene	100862847
10087	COL4A3BP	Gene	UMLS:C1413584
100873985	MED14OS	Gene	UMLS:C3816771
